date,fips,state_name,NYT cases,NYT deaths
2020-02-17,48,Texas,2,0
2020-02-17,53,Washington,1,0
2020-02-17,55,Wisconsin,1,0
2020-02-18,04,Arizona,1,0
2020-02-18,06,California,7,0
2020-02-18,17,Illinois,2,0
2020-02-18,25,Massachusetts,1,0
2020-02-18,31,Nebraska,10,0
2020-02-18,48,Texas,2,0
2020-02-18,53,Washington,1,0
2020-02-18,55,Wisconsin,1,0
2020-02-19,04,Arizona,1,0
2020-02-19,06,California,7,0
2020-02-19,17,Illinois,2,0
2020-02-19,25,Massachusetts,1,0
2020-02-19,31,Nebraska,10,0
2020-02-19,48,Texas,2,0
2020-02-19,53,Washington,1,0
2020-02-19,55,Wisconsin,1,0
2020-02-20,04,Arizona,1,0
2020-02-20,06,California,8,0
2020-02-20,17,Illinois,2,0
2020-02-20,25,Massachusetts,1,0
2020-02-20,31,Nebraska,11,0
2020-02-20,48,Texas,2,0
2020-02-20,53,Washington,1,0
2020-02-20,55,Wisconsin,1,0
2020-02-21,04,Arizona,1,0
2020-02-21,06,California,9,0
2020-02-21,17,Illinois,2,0
2020-02-21,25,Massachusetts,1,0
2020-02-21,31,Nebraska,11,0
2020-02-21,48,Texas,4,0
2020-02-21,53,Washington,1,0
2020-02-21,55,Wisconsin,1,0
2020-02-22,04,Arizona,1,0
2020-02-22,06,California,9,0
2020-02-22,17,Illinois,2,0
2020-02-22,25,Massachusetts,1,0
2020-02-22,31,Nebraska,11,0
2020-02-22,48,Texas,4,0
2020-02-22,53,Washington,1,0
2020-02-22,55,Wisconsin,1,0
2020-02-23,04,Arizona,1,0
2020-02-23,06,California,9,0
2020-02-23,17,Illinois,2,0
2020-02-23,25,Massachusetts,1,0
2020-02-23,31,Nebraska,11,0
2020-02-23,48,Texas,4,0
2020-02-23,53,Washington,1,0
2020-02-23,55,Wisconsin,1,0
2020-02-24,04,Arizona,1,0
2020-02-24,06,California,11,0
2020-02-24,17,Illinois,2,0
2020-02-24,25,Massachusetts,1,0
2020-02-24,31,Nebraska,12,0
2020-02-24,48,Texas,10,0
2020-02-24,53,Washington,5,0
2020-02-24,55,Wisconsin,1,0
2020-02-25,04,Arizona,1,0
2020-02-25,06,California,11,0
2020-02-25,17,Illinois,2,0
2020-02-25,25,Massachusetts,1,0
2020-02-25,31,Nebraska,13,0
2020-02-25,48,Texas,10,0
2020-02-25,49,Utah,1,0
2020-02-25,53,Washington,5,0
2020-02-25,55,Wisconsin,1,0
2020-02-26,04,Arizona,1,0
2020-02-26,06,California,26,0
2020-02-26,17,Illinois,2,0
2020-02-26,25,Massachusetts,1,0
2020-02-26,31,Nebraska,13,0
2020-02-26,48,Texas,10,0
2020-02-26,49,Utah,1,0
2020-02-26,53,Washington,5,0
2020-02-26,55,Wisconsin,1,0
2020-02-27,04,Arizona,1,0
2020-02-27,06,California,26,0
2020-02-27,17,Illinois,2,0
2020-02-27,25,Massachusetts,1,0
2020-02-27,31,Nebraska,13,0
2020-02-27,48,Texas,10,0
2020-02-27,49,Utah,1,0
2020-02-27,53,Washington,5,0
2020-02-27,55,Wisconsin,1,0
2020-02-28,04,Arizona,1,0
2020-02-28,06,California,27,0
2020-02-28,17,Illinois,2,0
2020-02-28,25,Massachusetts,1,0
2020-02-28,31,Nebraska,13,0
2020-02-28,41,Oregon,1,0
2020-02-28,48,Texas,11,0
2020-02-28,49,Utah,1,0
2020-02-28,53,Washington,7,0
2020-02-28,55,Wisconsin,1,0
2020-02-29,04,Arizona,1,0
2020-02-29,06,California,28,0
2020-02-29,17,Illinois,3,0
2020-02-29,25,Massachusetts,1,0
2020-02-29,31,Nebraska,13,0
2020-02-29,41,Oregon,1,0
2020-02-29,48,Texas,11,0
2020-02-29,49,Utah,1,0
2020-02-29,53,Washington,10,1
2020-02-29,55,Wisconsin,1,0
2020-03-01,04,Arizona,1,0
2020-03-01,06,California,33,0
2020-03-01,12,Florida,2,0
2020-03-01,17,Illinois,3,0
2020-03-01,25,Massachusetts,1,0
2020-03-01,31,Nebraska,13,0
2020-03-01,36,New York,1,0
2020-03-01,41,Oregon,2,0
2020-03-01,44,Rhode Island,2,0
2020-03-01,48,Texas,11,0
2020-03-01,49,Utah,1,0
2020-03-01,53,Washington,17,3
2020-03-01,55,Wisconsin,1,0
2020-03-02,04,Arizona,1,0
2020-03-02,06,California,38,0
2020-03-02,12,Florida,2,0
2020-03-02,13,Georgia,2,0
2020-03-02,17,Illinois,4,0
2020-03-02,25,Massachusetts,2,0
2020-03-02,31,Nebraska,13,0
2020-03-02,33,New Hampshire,1,0
2020-03-02,36,New York,1,0
2020-03-02,41,Oregon,2,0
2020-03-02,44,Rhode Island,2,0
2020-03-02,48,Texas,11,0
2020-03-02,49,Utah,1,0
2020-03-02,53,Washington,23,6
2020-03-02,55,Wisconsin,1,0
2020-03-03,04,Arizona,2,0
2020-03-03,06,California,45,0
2020-03-03,12,Florida,3,0
2020-03-03,13,Georgia,2,0
2020-03-03,17,Illinois,4,0
2020-03-03,25,Massachusetts,2,0
2020-03-03,31,Nebraska,13,0
2020-03-03,33,New Hampshire,2,0
2020-03-03,36,New York,2,0
2020-03-03,37,North Carolina,1,0
2020-03-03,41,Oregon,2,0
2020-03-03,44,Rhode Island,2,0
2020-03-03,48,Texas,11,0
2020-03-03,49,Utah,1,0
2020-03-03,53,Washington,32,10
2020-03-03,55,Wisconsin,1,0
2020-03-04,04,Arizona,2,0
2020-03-04,06,California,55,1
2020-03-04,12,Florida,3,0
2020-03-04,13,Georgia,2,0
2020-03-04,17,Illinois,4,0
2020-03-04,25,Massachusetts,2,0
2020-03-04,31,Nebraska,13,0
2020-03-04,33,New Hampshire,2,0
2020-03-04,34,New Jersey,1,0
2020-03-04,36,New York,11,0
2020-03-04,37,North Carolina,1,0
2020-03-04,41,Oregon,2,0
2020-03-04,44,Rhode Island,2,0
2020-03-04,48,Texas,12,0
2020-03-04,49,Utah,1,0
2020-03-04,53,Washington,47,11
2020-03-04,55,Wisconsin,1,0
2020-03-05,04,Arizona,2,0
2020-03-05,06,California,67,1
2020-03-05,08,Colorado,2,0
2020-03-05,12,Florida,4,0
2020-03-05,13,Georgia,2,0
2020-03-05,17,Illinois,5,0
2020-03-05,24,Maryland,3,0
2020-03-05,25,Massachusetts,3,0
2020-03-05,31,Nebraska,13,0
2020-03-05,32,Nevada,2,0
2020-03-05,33,New Hampshire,2,0
2020-03-05,34,New Jersey,2,0
2020-03-05,36,New York,22,0
2020-03-05,37,North Carolina,1,0
2020-03-05,41,Oregon,2,0
2020-03-05,44,Rhode Island,2,0
2020-03-05,47,Tennessee,1,0
2020-03-05,48,Texas,16,0
2020-03-05,49,Utah,1,0
2020-03-05,53,Washington,75,11
2020-03-05,55,Wisconsin,1,0
2020-03-06,04,Arizona,3,0
2020-03-06,06,California,81,1
2020-03-06,08,Colorado,8,0
2020-03-06,12,Florida,7,2
2020-03-06,13,Georgia,3,0
2020-03-06,15,Hawaii,1,0
2020-03-06,17,Illinois,6,0
2020-03-06,18,Indiana,1,0
2020-03-06,21,Kentucky,1,0
2020-03-06,24,Maryland,3,0
2020-03-06,25,Massachusetts,8,0
2020-03-06,27,Minnesota,1,0
2020-03-06,31,Nebraska,14,0
2020-03-06,32,Nevada,2,0
2020-03-06,33,New Hampshire,2,0
2020-03-06,34,New Jersey,4,0
2020-03-06,36,New York,44,0
2020-03-06,37,North Carolina,2,0
2020-03-06,40,Oklahoma,1,0
2020-03-06,41,Oregon,2,0
2020-03-06,42,Pennsylvania,2,0
2020-03-06,44,Rhode Island,3,0
2020-03-06,45,South Carolina,2,0
2020-03-06,47,Tennessee,1,0
2020-03-06,48,Texas,19,0
2020-03-06,49,Utah,3,0
2020-03-06,53,Washington,86,12
2020-03-06,55,Wisconsin,1,0
2020-03-07,04,Arizona,5,0
2020-03-07,06,California,100,1
2020-03-07,08,Colorado,8,0
2020-03-07,11,District of Columbia,1,0
2020-03-07,12,Florida,12,2
2020-03-07,13,Georgia,7,0
2020-03-07,15,Hawaii,1,0
2020-03-07,17,Illinois,6,0
2020-03-07,18,Indiana,1,0
2020-03-07,20,Kansas,1,0
2020-03-07,21,Kentucky,1,0
2020-03-07,24,Maryland,3,0
2020-03-07,25,Massachusetts,13,0
2020-03-07,27,Minnesota,1,0
2020-03-07,29,Missouri,1,0
2020-03-07,31,Nebraska,14,0
2020-03-07,32,Nevada,2,0
2020-03-07,33,New Hampshire,4,0
2020-03-07,34,New Jersey,4,0
2020-03-07,36,New York,89,0
2020-03-07,37,North Carolina,2,0
2020-03-07,40,Oklahoma,1,0
2020-03-07,41,Oregon,6,0
2020-03-07,42,Pennsylvania,4,0
2020-03-07,44,Rhode Island,3,0
2020-03-07,45,South Carolina,2,0
2020-03-07,47,Tennessee,1,0
2020-03-07,48,Texas,19,0
2020-03-07,49,Utah,3,0
2020-03-07,50,Vermont,1,0
2020-03-07,51,Virginia,1,0
2020-03-07,53,Washington,110,16
2020-03-07,55,Wisconsin,1,0
2020-03-08,04,Arizona,5,0
2020-03-08,06,California,112,1
2020-03-08,08,Colorado,8,0
2020-03-08,09,Connecticut,1,0
2020-03-08,11,District of Columbia,1,0
2020-03-08,12,Florida,13,2
2020-03-08,13,Georgia,11,0
2020-03-08,15,Hawaii,2,0
2020-03-08,17,Illinois,7,0
2020-03-08,18,Indiana,2,0
2020-03-08,19,Iowa,3,0
2020-03-08,20,Kansas,1,0
2020-03-08,21,Kentucky,4,0
2020-03-08,24,Maryland,5,0
2020-03-08,25,Massachusetts,28,0
2020-03-08,27,Minnesota,2,0
2020-03-08,29,Missouri,1,0
2020-03-08,31,Nebraska,16,0
2020-03-08,32,Nevada,4,0
2020-03-08,33,New Hampshire,4,0
2020-03-08,34,New Jersey,6,0
2020-03-08,36,New York,106,0
2020-03-08,37,North Carolina,2,0
2020-03-08,40,Oklahoma,1,0
2020-03-08,41,Oregon,13,0
2020-03-08,42,Pennsylvania,6,0
2020-03-08,44,Rhode Island,3,0
2020-03-08,45,South Carolina,6,0
2020-03-08,47,Tennessee,3,0
2020-03-08,48,Texas,23,0
2020-03-08,49,Utah,3,0
2020-03-08,50,Vermont,1,0
2020-03-08,51,Virginia,2,0
2020-03-08,53,Washington,141,19
2020-03-08,55,Wisconsin,1,0
2020-03-09,04,Arizona,6,0
2020-03-09,06,California,172,2
2020-03-09,08,Colorado,12,0
2020-03-09,09,Connecticut,2,0
2020-03-09,11,District of Columbia,4,0
2020-03-09,12,Florida,14,2
2020-03-09,13,Georgia,17,0
2020-03-09,15,Hawaii,2,0
2020-03-09,17,Illinois,11,0
2020-03-09,18,Indiana,4,0
2020-03-09,19,Iowa,8,0
2020-03-09,20,Kansas,1,0
2020-03-09,21,Kentucky,5,0
2020-03-09,22,Louisiana,1,0
2020-03-09,24,Maryland,6,0
2020-03-09,25,Massachusetts,41,0
2020-03-09,27,Minnesota,2,0
2020-03-09,29,Missouri,1,0
2020-03-09,31,Nebraska,16,0
2020-03-09,32,Nevada,4,0
2020-03-09,33,New Hampshire,4,0
2020-03-09,34,New Jersey,11,0
2020-03-09,36,New York,142,0
2020-03-09,37,North Carolina,7,0
2020-03-09,39,Ohio,3,0
2020-03-09,40,Oklahoma,1,0
2020-03-09,41,Oregon,13,0
2020-03-09,42,Pennsylvania,10,0
2020-03-09,44,Rhode Island,3,0
2020-03-09,45,South Carolina,7,0
2020-03-09,47,Tennessee,4,0
2020-03-09,48,Texas,24,0
2020-03-09,49,Utah,3,0
2020-03-09,50,Vermont,1,0
2020-03-09,51,Virginia,5,0
2020-03-09,53,Washington,179,22
2020-03-09,55,Wisconsin,2,0
2020-03-10,04,Arizona,6,0
2020-03-10,06,California,179,3
2020-03-10,08,Colorado,17,0
2020-03-10,09,Connecticut,2,0
2020-03-10,11,District of Columbia,4,0
2020-03-10,12,Florida,23,2
2020-03-10,13,Georgia,22,0
2020-03-10,15,Hawaii,2,0
2020-03-10,17,Illinois,19,0
2020-03-10,18,Indiana,6,0
2020-03-10,19,Iowa,13,0
2020-03-10,20,Kansas,1,0
2020-03-10,21,Kentucky,7,0
2020-03-10,22,Louisiana,6,0
2020-03-10,24,Maryland,9,0
2020-03-10,25,Massachusetts,92,0
2020-03-10,26,Michigan,2,0
2020-03-10,27,Minnesota,3,0
2020-03-10,29,Missouri,1,0
2020-03-10,31,Nebraska,17,0
2020-03-10,32,Nevada,4,0
2020-03-10,33,New Hampshire,5,0
2020-03-10,34,New Jersey,15,1
2020-03-10,36,New York,173,0
2020-03-10,37,North Carolina,7,0
2020-03-10,39,Ohio,3,0
2020-03-10,40,Oklahoma,2,0
2020-03-10,41,Oregon,14,0
2020-03-10,42,Pennsylvania,12,0
2020-03-10,44,Rhode Island,5,0
2020-03-10,45,South Carolina,9,0
2020-03-10,46,South Dakota,5,1
2020-03-10,47,Tennessee,7,0
2020-03-10,48,Texas,31,0
2020-03-10,49,Utah,4,0
2020-03-10,50,Vermont,1,0
2020-03-10,51,Virginia,8,0
2020-03-10,53,Washington,279,24
2020-03-10,55,Wisconsin,3,0
2020-03-11,04,Arizona,9,0
2020-03-11,05,Arkansas,1,0
2020-03-11,06,California,202,4
2020-03-11,08,Colorado,34,0
2020-03-11,09,Connecticut,3,0
2020-03-11,10,Delaware,1,0
2020-03-11,11,District of Columbia,10,0
2020-03-11,12,Florida,26,2
2020-03-11,13,Georgia,31,0
2020-03-11,15,Hawaii,2,0
2020-03-11,17,Illinois,25,0
2020-03-11,18,Indiana,11,0
2020-03-11,19,Iowa,14,0
2020-03-11,20,Kansas,1,0
2020-03-11,21,Kentucky,7,0
2020-03-11,22,Louisiana,13,0
2020-03-11,24,Maryland,13,0
2020-03-11,25,Massachusetts,95,0
2020-03-11,26,Michigan,2,0
2020-03-11,27,Minnesota,5,0
2020-03-11,28,Mississippi,1,0
2020-03-11,29,Missouri,1,0
2020-03-11,31,Nebraska,23,0
2020-03-11,32,Nevada,7,0
2020-03-11,33,New Hampshire,5,0
2020-03-11,34,New Jersey,23,1
2020-03-11,35,New Mexico,4,0
2020-03-11,36,New York,217,0
2020-03-11,37,North Carolina,8,0
2020-03-11,38,North Dakota,1,0
2020-03-11,39,Ohio,4,0
2020-03-11,40,Oklahoma,2,0
2020-03-11,41,Oregon,20,0
2020-03-11,42,Pennsylvania,16,0
2020-03-11,44,Rhode Island,5,0
2020-03-11,45,South Carolina,10,0
2020-03-11,46,South Dakota,8,1
2020-03-11,47,Tennessee,8,0
2020-03-11,48,Texas,33,0
2020-03-11,49,Utah,5,0
2020-03-11,50,Vermont,2,0
2020-03-11,51,Virginia,10,0
2020-03-11,53,Washington,338,29
2020-03-11,55,Wisconsin,6,0
2020-03-11,56,Wyoming,1,0
2020-03-12,02,Alaska,1,0
2020-03-12,04,Arizona,9,0
2020-03-12,05,Arkansas,6,0
2020-03-12,06,California,252,4
2020-03-12,08,Colorado,49,1
2020-03-12,09,Connecticut,6,0
2020-03-12,10,Delaware,4,0
2020-03-12,11,District of Columbia,10,0
2020-03-12,12,Florida,46,2
2020-03-12,13,Georgia,31,1
2020-03-12,15,Hawaii,2,0
2020-03-12,17,Illinois,32,0
2020-03-12,18,Indiana,12,0
2020-03-12,19,Iowa,16,0
2020-03-12,20,Kansas,5,1
2020-03-12,21,Kentucky,11,0
2020-03-12,22,Louisiana,14,0
2020-03-12,23,Maine,1,0
2020-03-12,24,Maryland,13,0
2020-03-12,25,Massachusetts,108,0
2020-03-12,26,Michigan,12,0
2020-03-12,27,Minnesota,9,0
2020-03-12,28,Mississippi,1,0
2020-03-12,29,Missouri,2,0
2020-03-12,31,Nebraska,24,0
2020-03-12,32,Nevada,11,0
2020-03-12,33,New Hampshire,6,0
2020-03-12,34,New Jersey,29,1
2020-03-12,35,New Mexico,6,0
2020-03-12,36,New York,326,0
2020-03-12,37,North Carolina,16,0
2020-03-12,38,North Dakota,1,0
2020-03-12,39,Ohio,5,0
2020-03-12,40,Oklahoma,2,0
2020-03-12,41,Oregon,30,0
2020-03-12,42,Pennsylvania,22,0
2020-03-12,44,Rhode Island,5,0
2020-03-12,45,South Carolina,12,0
2020-03-12,46,South Dakota,8,1
2020-03-12,47,Tennessee,18,0
2020-03-12,48,Texas,41,0
2020-03-12,49,Utah,7,0
2020-03-12,50,Vermont,2,0
2020-03-12,51,Virginia,17,0
2020-03-12,53,Washington,419,32
2020-03-12,55,Wisconsin,8,0
2020-03-12,56,Wyoming,1,0
2020-03-13,01,Alabama,6,0
2020-03-13,02,Alaska,1,0
2020-03-13,04,Arizona,9,0
2020-03-13,05,Arkansas,7,0
2020-03-13,06,California,320,5
2020-03-13,08,Colorado,78,2
2020-03-13,09,Connecticut,11,0
2020-03-13,10,Delaware,4,0
2020-03-13,11,District of Columbia,10,0
2020-03-13,12,Florida,70,2
2020-03-13,13,Georgia,41,1
2020-03-13,15,Hawaii,2,0
2020-03-13,16,Idaho,1,0
2020-03-13,17,Illinois,46,0
2020-03-13,18,Indiana,12,0
2020-03-13,19,Iowa,17,0
2020-03-13,20,Kansas,6,1
2020-03-13,21,Kentucky,11,0
2020-03-13,22,Louisiana,36,0
2020-03-13,23,Maine,2,0
2020-03-13,24,Maryland,18,0
2020-03-13,25,Massachusetts,123,0
2020-03-13,26,Michigan,25,0
2020-03-13,27,Minnesota,14,0
2020-03-13,28,Mississippi,6,0
2020-03-13,29,Missouri,4,0
2020-03-13,30,Montana,4,0
2020-03-13,31,Nebraska,27,0
2020-03-13,32,Nevada,19,0
2020-03-13,33,New Hampshire,7,0
2020-03-13,34,New Jersey,50,1
2020-03-13,35,New Mexico,10,0
2020-03-13,36,New York,421,0
2020-03-13,37,North Carolina,18,0
2020-03-13,38,North Dakota,1,0
2020-03-13,39,Ohio,13,0
2020-03-13,40,Oklahoma,3,0
2020-03-13,41,Oregon,30,0
2020-03-13,42,Pennsylvania,41,0
2020-03-13,72,Puerto Rico,3,0
2020-03-13,44,Rhode Island,20,0
2020-03-13,45,South Carolina,13,0
2020-03-13,46,South Dakota,9,1
2020-03-13,47,Tennessee,26,0
2020-03-13,48,Texas,58,0
2020-03-13,49,Utah,7,0
2020-03-13,50,Vermont,2,0
2020-03-13,51,Virginia,30,0
2020-03-13,53,Washington,511,37
2020-03-13,55,Wisconsin,19,0
2020-03-13,56,Wyoming,2,0
2020-03-14,01,Alabama,12,0
2020-03-14,02,Alaska,1,0
2020-03-14,04,Arizona,12,0
2020-03-14,05,Arkansas,9,0
2020-03-14,06,California,381,5
2020-03-14,08,Colorado,103,2
2020-03-14,09,Connecticut,20,0
2020-03-14,10,Delaware,4,0
2020-03-14,11,District of Columbia,16,0
2020-03-14,12,Florida,70,3
2020-03-14,13,Georgia,65,1
2020-03-14,15,Hawaii,4,0
2020-03-14,16,Idaho,5,0
2020-03-14,17,Illinois,66,0
2020-03-14,18,Indiana,15,0
2020-03-14,19,Iowa,18,0
2020-03-14,20,Kansas,8,1
2020-03-14,21,Kentucky,18,0
2020-03-14,22,Louisiana,77,1
2020-03-14,23,Maine,3,0
2020-03-14,24,Maryland,27,0
2020-03-14,25,Massachusetts,138,0
2020-03-14,26,Michigan,33,0
2020-03-14,27,Minnesota,21,0
2020-03-14,28,Mississippi,6,0
2020-03-14,29,Missouri,5,0
2020-03-14,30,Montana,6,0
2020-03-14,31,Nebraska,29,0
2020-03-14,32,Nevada,21,0
2020-03-14,33,New Hampshire,7,0
2020-03-14,34,New Jersey,75,2
2020-03-14,35,New Mexico,13,0
2020-03-14,36,New York,610,2
2020-03-14,37,North Carolina,25,0
2020-03-14,38,North Dakota,1,0
2020-03-14,39,Ohio,26,0
2020-03-14,40,Oklahoma,4,0
2020-03-14,41,Oregon,36,1
2020-03-14,42,Pennsylvania,47,0
2020-03-14,72,Puerto Rico,4,0
2020-03-14,44,Rhode Island,20,0
2020-03-14,45,South Carolina,19,0
2020-03-14,46,South Dakota,9,1
2020-03-14,47,Tennessee,32,0
2020-03-14,48,Texas,69,0
2020-03-14,49,Utah,21,0
2020-03-14,50,Vermont,5,0
2020-03-14,78,Virgin Islands,1,0
2020-03-14,51,Virginia,42,1
2020-03-14,53,Washington,609,40
2020-03-14,55,Wisconsin,27,0
2020-03-14,56,Wyoming,3,0
2020-03-15,01,Alabama,23,0
2020-03-15,02,Alaska,1,0
2020-03-15,04,Arizona,13,0
2020-03-15,05,Arkansas,16,0
2020-03-15,06,California,478,6
2020-03-15,08,Colorado,136,2
2020-03-15,09,Connecticut,26,0
2020-03-15,10,Delaware,7,0
2020-03-15,11,District of Columbia,17,0
2020-03-15,12,Florida,109,3
2020-03-15,13,Georgia,97,1
2020-03-15,66,Guam,3,0
2020-03-15,15,Hawaii,7,0
2020-03-15,16,Idaho,5,0
2020-03-15,17,Illinois,94,0
2020-03-15,18,Indiana,19,0
2020-03-15,19,Iowa,22,0
2020-03-15,20,Kansas,9,1
2020-03-15,21,Kentucky,21,0
2020-03-15,22,Louisiana,103,2
2020-03-15,23,Maine,12,0
2020-03-15,24,Maryland,32,0
2020-03-15,25,Massachusetts,164,0
2020-03-15,26,Michigan,53,0
2020-03-15,27,Minnesota,35,0
2020-03-15,28,Mississippi,10,0
2020-03-15,29,Missouri,5,0
2020-03-15,30,Montana,6,0
2020-03-15,31,Nebraska,31,0
2020-03-15,32,Nevada,26,0
2020-03-15,33,New Hampshire,13,0
2020-03-15,34,New Jersey,98,2
2020-03-15,35,New Mexico,17,0
2020-03-15,36,New York,732,6
2020-03-15,37,North Carolina,32,0
2020-03-15,38,North Dakota,1,0
2020-03-15,39,Ohio,37,0
2020-03-15,40,Oklahoma,8,0
2020-03-15,41,Oregon,39,1
2020-03-15,42,Pennsylvania,68,0
2020-03-15,72,Puerto Rico,5,0
2020-03-15,44,Rhode Island,20,0
2020-03-15,45,South Carolina,28,0
2020-03-15,46,South Dakota,9,1
2020-03-15,47,Tennessee,39,0
2020-03-15,48,Texas,80,0
2020-03-15,49,Utah,29,0
2020-03-15,50,Vermont,8,0
2020-03-15,78,Virgin Islands,1,0
2020-03-15,51,Virginia,45,1
2020-03-15,53,Washington,675,42
2020-03-15,55,Wisconsin,33,0
2020-03-15,56,Wyoming,3,0
2020-03-16,01,Alabama,29,0
2020-03-16,02,Alaska,3,0
2020-03-16,04,Arizona,18,0
2020-03-16,05,Arkansas,22,0
2020-03-16,06,California,588,11
2020-03-16,08,Colorado,161,2
2020-03-16,09,Connecticut,41,0
2020-03-16,10,Delaware,8,0
2020-03-16,11,District of Columbia,22,0
2020-03-16,12,Florida,141,4
2020-03-16,13,Georgia,118,1
2020-03-16,66,Guam,3,0
2020-03-16,15,Hawaii,10,0
2020-03-16,16,Idaho,5,0
2020-03-16,17,Illinois,104,0
2020-03-16,18,Indiana,24,1
2020-03-16,19,Iowa,22,0
2020-03-16,20,Kansas,11,1
2020-03-16,21,Kentucky,22,1
2020-03-16,22,Louisiana,137,3
2020-03-16,23,Maine,17,0
2020-03-16,24,Maryland,39,0
2020-03-16,25,Massachusetts,197,0
2020-03-16,26,Michigan,54,0
2020-03-16,27,Minnesota,54,0
