date,state,fips,Cases Key,Cases Value,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month,state_name
2020-07-16,MN,27,COVID tracking positive tests,44347,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,Minnesota
2020-07-16,MO,29,NYT cases,32596,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Missouri
2020-07-16,MO,29,COVID tracking positive tests,30422,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Missouri
2020-07-16,MS,28,NYT cases,39797,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Mississippi
2020-07-16,MS,28,COVID tracking positive tests,39797,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Mississippi
2020-07-16,MT,30,NYT cases,2265,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Montana
2020-07-16,MT,30,COVID tracking positive tests,2231,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Montana
2020-07-16,NC,37,NYT cases,93769,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,North Carolina
2020-07-16,NC,37,COVID tracking positive tests,93426,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,North Carolina
2020-07-16,ND,38,NYT cases,4672,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,North Dakota
2020-07-16,ND,38,COVID tracking positive tests,4668,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,North Dakota
2020-07-16,NE,31,NYT cases,22178,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Nebraska
2020-07-16,NE,31,COVID tracking positive tests,21979,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Nebraska
2020-07-16,NH,33,NYT cases,6139,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,New Hampshire
2020-07-16,NH,33,COVID tracking positive tests,6113,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,New Hampshire
2020-07-16,NJ,34,NYT cases,178475,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,New Jersey
2020-07-16,NJ,34,COVID tracking positive tests,176501,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,New Jersey
2020-07-16,NM,35,NYT cases,16138,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,New Mexico
2020-07-16,NM,35,COVID tracking positive tests,15841,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,New Mexico
2020-07-16,NV,32,NYT cases,32024,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Nevada
2020-07-16,NV,32,COVID tracking positive tests,31915,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Nevada
2020-07-16,NY,36,NYT cases,409476,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,New York
2020-07-16,NY,36,COVID tracking positive tests,404775,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,New York
2020-07-16,OH,39,NYT cases,70601,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Ohio
2020-07-16,OH,39,COVID tracking positive tests,70601,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Ohio
2020-07-16,OK,40,NYT cases,23441,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Oklahoma
2020-07-16,OK,40,COVID tracking positive tests,23441,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Oklahoma
2020-07-16,OR,41,NYT cases,13516,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,Oregon
2020-07-16,OR,41,COVID tracking positive tests,13509,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,Oregon
2020-07-16,PA,42,NYT cases,103169,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,Pennsylvania
2020-07-16,PA,42,COVID tracking positive tests,98446,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,Pennsylvania
2020-07-16,RI,44,NYT cases,17711,16,137,2020,29,2020-07-12,Jul,7,2020-07-01,Rhode Island
2020-07-16,RI,44,COVID tracking positive tests,17711,16,137,2020,29,2020-07-12,Jul,7,2020-07-01,Rhode Island
2020-07-16,SC,45,NYT cases,64083,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,South Carolina
2020-07-16,SC,45,COVID tracking positive tests,64083,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,South Carolina
2020-07-16,SD,46,NYT cases,7694,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,South Dakota
2020-07-16,SD,46,COVID tracking positive tests,7694,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,South Dakota
2020-07-16,TN,47,NYT cases,69827,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Tennessee
2020-07-16,TN,47,COVID tracking positive tests,71540,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Tennessee
2020-07-16,TX,48,NYT cases,310489,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,Texas
2020-07-16,TX,48,COVID tracking positive tests,292656,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,Texas
2020-07-16,UT,49,NYT cases,31908,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Utah
2020-07-16,UT,49,COVID tracking positive tests,31845,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Utah
2020-07-16,VA,51,NYT cases,74431,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Virginia
2020-07-16,VA,51,COVID tracking positive tests,74431,16,133,2020,29,2020-07-12,Jul,7,2020-07-01,Virginia
2020-07-16,VT,50,NYT cases,1325,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,Vermont
2020-07-16,VT,50,COVID tracking positive tests,1325,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,Vermont
2020-07-16,WA,53,NYT cases,46268,16,176,2020,29,2020-07-12,Jul,7,2020-07-01,Washington
2020-07-16,WA,53,COVID tracking positive tests,43046,16,176,2020,29,2020-07-12,Jul,7,2020-07-01,Washington
2020-07-16,WI,55,NYT cases,43361,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,Wisconsin
2020-07-16,WI,55,COVID tracking positive tests,43139,16,134,2020,29,2020-07-12,Jul,7,2020-07-01,Wisconsin
2020-07-16,WV,54,NYT cases,4657,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,West Virginia
2020-07-16,WV,54,COVID tracking positive tests,4657,16,132,2020,29,2020-07-12,Jul,7,2020-07-01,West Virginia
2020-07-16,WY,56,NYT cases,2026,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Wyoming
2020-07-16,WY,56,COVID tracking positive tests,2026,16,131,2020,29,2020-07-12,Jul,7,2020-07-01,Wyoming
2020-07-15,AK,02,NYT cases,1954,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Alaska
2020-07-15,AK,02,COVID tracking positive tests,1631,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Alaska
2020-07-15,AL,01,NYT cases,59067,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Alabama
2020-07-15,AL,01,COVID tracking positive tests,59067,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Alabama
2020-07-15,AR,05,NYT cases,30297,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Arkansas
2020-07-15,AR,05,COVID tracking positive tests,30297,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Arkansas
2020-07-15,AZ,04,NYT cases,131411,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Arizona
2020-07-15,AZ,04,COVID tracking positive tests,131354,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Arizona
2020-07-15,CA,06,NYT cases,355497,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,California
2020-07-15,CA,06,COVID tracking positive tests,347634,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,California
2020-07-15,CO,08,NYT cases,38240,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Colorado
2020-07-15,CO,08,COVID tracking positive tests,37686,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Colorado
2020-07-15,CT,09,NYT cases,47636,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Connecticut
2020-07-15,CT,09,COVID tracking positive tests,47636,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Connecticut
2020-07-15,DC,11,NYT cases,11026,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,District of Columbia
2020-07-15,DC,11,COVID tracking positive tests,11026,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,District of Columbia
2020-07-15,DE,10,NYT cases,13050,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Delaware
2020-07-15,DE,10,COVID tracking positive tests,13050,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Delaware
2020-07-15,FL,12,NYT cases,301802,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Florida
2020-07-15,FL,12,COVID tracking positive tests,301810,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Florida
2020-07-15,GA,13,NYT cases,118147,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Georgia
2020-07-15,GA,13,COVID tracking positive tests,127834,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Georgia
2020-07-15,HI,15,NYT cases,1271,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Hawaii
2020-07-15,HI,15,COVID tracking positive tests,1264,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Hawaii
2020-07-15,IA,19,NYT cases,36536,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Iowa
2020-07-15,IA,19,COVID tracking positive tests,36291,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Iowa
2020-07-15,ID,16,NYT cases,12599,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Idaho
2020-07-15,ID,16,COVID tracking positive tests,11718,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Idaho
2020-07-15,IL,17,NYT cases,158451,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Illinois
2020-07-15,IL,17,COVID tracking positive tests,157825,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Illinois
2020-07-15,IN,18,NYT cases,54698,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Indiana
2020-07-15,IN,18,COVID tracking positive tests,53370,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Indiana
2020-07-15,KS,20,NYT cases,21157,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Kansas
2020-07-15,KS,20,COVID tracking positive tests,20933,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Kansas
2020-07-15,KY,21,NYT cases,21148,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Kentucky
2020-07-15,KY,21,COVID tracking positive tests,20677,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Kentucky
2020-07-15,LA,22,NYT cases,84241,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Louisiana
2020-07-15,LA,22,COVID tracking positive tests,84131,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Louisiana
2020-07-15,MA,25,NYT cases,112347,15,125,2020,29,2020-07-12,Jul,7,2020-07-01,Massachusetts
2020-07-15,MA,25,COVID tracking positive tests,112347,15,125,2020,29,2020-07-12,Jul,7,2020-07-01,Massachusetts
2020-07-15,MD,24,NYT cases,75576,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Maryland
2020-07-15,MD,24,COVID tracking positive tests,75016,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Maryland
2020-07-15,ME,23,NYT cases,3578,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Maine
2020-07-15,ME,23,COVID tracking positive tests,3578,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Maine
2020-07-15,MI,26,NYT cases,79081,15,136,2020,29,2020-07-12,Jul,7,2020-07-01,Michigan
2020-07-15,MI,26,COVID tracking positive tests,78913,15,136,2020,29,2020-07-12,Jul,7,2020-07-01,Michigan
2020-07-15,MN,27,NYT cases,43782,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Minnesota
2020-07-15,MN,27,COVID tracking positive tests,43742,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Minnesota
2020-07-15,MO,29,NYT cases,31737,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Missouri
2020-07-15,MO,29,COVID tracking positive tests,29714,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Missouri
2020-07-15,MS,28,NYT cases,38567,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Mississippi
2020-07-15,MS,28,COVID tracking positive tests,38567,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Mississippi
2020-07-15,MT,30,NYT cases,2149,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Montana
2020-07-15,MT,30,COVID tracking positive tests,2096,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Montana
2020-07-15,NC,37,NYT cases,91675,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,North Carolina
2020-07-15,NC,37,COVID tracking positive tests,91266,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,North Carolina
2020-07-15,ND,38,NYT cases,4569,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,North Dakota
2020-07-15,ND,38,COVID tracking positive tests,4565,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,North Dakota
2020-07-15,NE,31,NYT cases,21979,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Nebraska
2020-07-15,NE,31,COVID tracking positive tests,21717,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Nebraska
2020-07-15,NH,33,NYT cases,6113,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,New Hampshire
2020-07-15,NH,33,COVID tracking positive tests,6091,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,New Hampshire
2020-07-15,NJ,34,NYT cases,178252,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,New Jersey
2020-07-15,NJ,34,COVID tracking positive tests,176278,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,New Jersey
2020-07-15,NM,35,NYT cases,15841,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,New Mexico
2020-07-15,NM,35,COVID tracking positive tests,15514,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,New Mexico
2020-07-15,NV,32,NYT cases,30587,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Nevada
2020-07-15,NV,32,COVID tracking positive tests,30468,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Nevada
2020-07-15,NY,36,NYT cases,408709,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,New York
2020-07-15,NY,36,COVID tracking positive tests,404006,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,New York
2020-07-15,OH,39,NYT cases,69311,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Ohio
2020-07-15,OH,39,COVID tracking positive tests,69311,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Ohio
2020-07-15,OK,40,NYT cases,22813,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Oklahoma
2020-07-15,OK,40,COVID tracking positive tests,22813,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Oklahoma
2020-07-15,OR,41,NYT cases,13087,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Oregon
2020-07-15,OR,41,COVID tracking positive tests,12805,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Oregon
2020-07-15,PA,42,NYT cases,102361,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Pennsylvania
2020-07-15,PA,42,COVID tracking positive tests,97665,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Pennsylvania
2020-07-15,RI,44,NYT cases,17640,15,136,2020,29,2020-07-12,Jul,7,2020-07-01,Rhode Island
2020-07-15,RI,44,COVID tracking positive tests,17640,15,136,2020,29,2020-07-12,Jul,7,2020-07-01,Rhode Island
2020-07-15,SC,45,NYT cases,62245,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,South Carolina
2020-07-15,SC,45,COVID tracking positive tests,62245,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,South Carolina
2020-07-15,SD,46,NYT cases,7652,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,South Dakota
2020-07-15,SD,46,COVID tracking positive tests,7652,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,South Dakota
2020-07-15,TN,47,NYT cases,67515,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Tennessee
2020-07-15,TN,47,COVID tracking positive tests,69061,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Tennessee
2020-07-15,TX,48,NYT cases,295423,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Texas
2020-07-15,TX,48,COVID tracking positive tests,282365,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Texas
2020-07-15,UT,49,NYT cases,31228,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Utah
2020-07-15,UT,49,COVID tracking positive tests,30891,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Utah
2020-07-15,VA,51,NYT cases,73527,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Virginia
2020-07-15,VA,51,COVID tracking positive tests,73527,15,132,2020,29,2020-07-12,Jul,7,2020-07-01,Virginia
2020-07-15,VT,50,NYT cases,1318,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Vermont
2020-07-15,VT,50,COVID tracking positive tests,1318,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,Vermont
2020-07-15,WA,53,NYT cases,45004,15,175,2020,29,2020-07-12,Jul,7,2020-07-01,Washington
2020-07-15,WA,53,COVID tracking positive tests,42304,15,175,2020,29,2020-07-12,Jul,7,2020-07-01,Washington
2020-07-15,WI,55,NYT cases,42409,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Wisconsin
2020-07-15,WI,55,COVID tracking positive tests,42197,15,133,2020,29,2020-07-12,Jul,7,2020-07-01,Wisconsin
2020-07-15,WV,54,NYT cases,4557,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,West Virginia
2020-07-15,WV,54,COVID tracking positive tests,4557,15,131,2020,29,2020-07-12,Jul,7,2020-07-01,West Virginia
2020-07-15,WY,56,NYT cases,1985,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Wyoming
2020-07-15,WY,56,COVID tracking positive tests,1985,15,130,2020,29,2020-07-12,Jul,7,2020-07-01,Wyoming
2020-07-14,AK,02,NYT cases,1897,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Alaska
2020-07-14,AK,02,COVID tracking positive tests,1579,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Alaska
2020-07-14,AL,01,NYT cases,57255,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Alabama
2020-07-14,AL,01,COVID tracking positive tests,57255,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Alabama
2020-07-14,AR,05,NYT cases,29733,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Arkansas
2020-07-14,AR,05,COVID tracking positive tests,29733,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Arkansas
2020-07-14,AZ,04,NYT cases,128126,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Arizona
2020-07-14,AZ,04,COVID tracking positive tests,128097,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Arizona
2020-07-14,CA,06,NYT cases,346593,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,California
2020-07-14,CA,06,COVID tracking positive tests,336508,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,California
2020-07-14,CO,08,NYT cases,37761,14,131,2020,28,2020-07-12,Jul,7,2020-07-01,Colorado
2020-07-14,CO,08,COVID tracking positive tests,37242,14,131,2020,28,2020-07-12,Jul,7,2020-07-01,Colorado
2020-07-14,CT,09,NYT cases,47530,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Connecticut
2020-07-14,CT,09,COVID tracking positive tests,47530,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Connecticut
2020-07-14,DC,11,NYT cases,10946,14,131,2020,28,2020-07-12,Jul,7,2020-07-01,District of Columbia
2020-07-14,DC,11,COVID tracking positive tests,10946,14,131,2020,28,2020-07-12,Jul,7,2020-07-01,District of Columbia
2020-07-14,DE,10,NYT cases,12969,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Delaware
2020-07-14,DE,10,COVID tracking positive tests,12969,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Delaware
2020-07-14,FL,12,NYT cases,291621,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Florida
2020-07-14,FL,12,COVID tracking positive tests,291629,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Florida
2020-07-14,GA,13,NYT cases,114579,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Georgia
2020-07-14,GA,13,COVID tracking positive tests,123963,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Georgia
2020-07-14,HI,15,NYT cases,1243,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Hawaii
2020-07-14,HI,15,COVID tracking positive tests,1243,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Hawaii
2020-07-14,IA,19,NYT cases,35942,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Iowa
2020-07-14,IA,19,COVID tracking positive tests,35849,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Iowa
2020-07-14,ID,16,NYT cases,11962,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Idaho
2020-07-14,ID,16,COVID tracking positive tests,11402,14,129,2020,28,2020-07-12,Jul,7,2020-07-01,Idaho
2020-07-14,IL,17,NYT cases,157055,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Illinois
2020-07-14,IL,17,COVID tracking positive tests,156638,14,132,2020,28,2020-07-12,Jul,7,2020-07-01,Illinois
2020-07-14,IN,18,NYT cases,54001,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Indiana
2020-07-14,IN,18,COVID tracking positive tests,52685,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Indiana
2020-07-14,KS,20,NYT cases,20347,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Kansas
2020-07-14,KS,20,COVID tracking positive tests,20058,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Kansas
2020-07-14,KY,21,NYT cases,20702,14,130,2020,28,2020-07-12,Jul,7,2020-07-01,Kentucky
